version,account-id,interface-id,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,log-status,label
2,123456789012,eni-0af123456789abcde,10.0.240.50,192.168.101.144,3441,80,6,14,12502,1767945720,1767945750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.114.186,192.168.217.226,26710,22,6,21,26082,1767945780,1767945810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.177.75,192.168.54.241,41843,443,6,14,12082,1767945840,1767945870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.55.15,192.168.195.161,12985,22,6,33,28809,1767945900,1767945930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.7.139,192.168.217.3,34378,80,6,26,4862,1767945960,1767945990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.52.231,192.168.30.115,41212,3306,6,23,21827,1767946020,1767946050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.69.105,192.168.55.207,53479,3306,6,10,13540,1767946080,1767946110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.139.47,192.168.20.115,15350,5432,6,27,15309,1767946140,1767946170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.52.88,192.168.59.122,12915,80,6,4,1788,1767946200,1767946230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.167.7,192.168.112.12,35715,22,6,1,61695,1767946260,1767946290,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.180.193,192.168.30.142,19953,443,6,45,62460,1767946320,1767946350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.55.139,192.168.250.133,1573,3306,6,46,6072,1767946380,1767946410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.79.235,192.168.83.6,65388,5432,6,9,8622,1767946440,1767946470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.58.206,192.168.15.146,5762,443,6,22,11088,1767946500,1767946530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.18.177,192.168.99.40,54499,3306,6,39,3627,1767946560,1767946590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.4.73,192.168.86.236,32028,443,6,4,4580,1767946620,1767946650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.186.170,192.168.183.149,4866,5432,6,48,69552,1767946680,1767946710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.55.119,192.168.42.128,4737,3306,6,17,12529,1767946740,1767946770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.1.115,192.168.121.162,48446,5432,6,18,8424,1767946800,1767946830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.127.246,192.168.183.184,13173,22,6,31,8122,1767946860,1767946890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.27.4,192.168.134.32,59279,443,6,8,1432,1767946920,1767946950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.125.71,192.168.189.38,31242,443,6,45,32715,1767946980,1767947010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.214.56,192.168.104.224,56245,443,6,40,12640,1767947040,1767947070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.47.18,192.168.14.102,33198,443,6,22,2970,1767947100,1767947130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.90.34,192.168.250.48,51541,22,6,5,2305,1767947160,1767947190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.243.210,192.168.177.46,43988,5432,6,3,1236,1767947220,1767947250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.36,192.168.4.96,28712,443,6,47,33981,1767947280,1767947310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.6.111,192.168.150.59,32525,5432,6,50,40350,1767947340,1767947370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.72.228,192.168.95.140,2512,80,6,17,22168,1767947400,1767947430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.27.155,192.168.223.110,21507,5432,6,22,16654,1767947460,1767947490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.77.207,192.168.9.149,8652,22,6,47,59972,1767947520,1767947550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.27.208,192.168.188.102,26074,22,6,27,22167,1767947580,1767947610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.13.174,192.168.179.248,5658,5432,6,28,21056,1767947640,1767947670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.95.192,192.168.0.198,8115,22,6,27,21168,1767947700,1767947730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.112.22,192.168.149.240,28507,443,6,50,12200,1767947760,1767947790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.18.31,192.168.167.206,31219,22,6,31,16306,1767947820,1767947850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.81.107,192.168.218.35,60065,3306,6,42,26712,1767947880,1767947910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.148.17,192.168.142.72,12713,443,6,26,17966,1767947940,1767947970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.82.62,192.168.48.107,3593,22,6,15,22230,1767948000,1767948030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.78.250,192.168.192.193,25172,681,6,387,31651,1767948060,1767948090,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.71.166,192.168.254.11,29837,3306,6,8,10040,1767948120,1767948150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.178.69,192.168.229.74,58135,22,6,1,23275,1767948180,1767948210,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.111.171,192.168.58.46,4660,443,6,45,47160,1767948240,1767948270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.165.27,192.168.27.107,57256,3306,6,9,1746,1767948300,1767948330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.207.129,192.168.198.65,40630,443,6,6,5082,1767948360,1767948390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.61.193,192.168.100.55,1693,22,6,39,17862,1767948420,1767948450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.100.148,192.168.203.249,6737,443,6,33,3498,1767948480,1767948510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.32.10,192.168.122.204,49387,443,6,41,39401,1767948540,1767948570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.45.192,192.168.94.204,19564,3306,6,7,2954,1767948600,1767948630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.225.121,192.168.47.42,58819,443,6,37,8880,1767948660,1767948690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.37.9,192.168.223.194,9628,132,6,290,8775,1767948720,1767948750,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.129.25,192.168.102.57,28862,22,6,22,9240,1767948780,1767948810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.61.55,192.168.73.92,53971,5432,6,19,3724,1767948840,1767948870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.139,192.168.97.34,29181,443,6,31,21421,1767948900,1767948930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.127.30,192.168.118.26,20160,3306,6,45,37170,1767948960,1767948990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.197.75,192.168.17.19,9129,443,6,24,12408,1767949020,1767949050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.134.15,192.168.5.180,3289,22,6,42,33096,1767949080,1767949110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.68.251,192.168.178.82,53997,80,6,24,18552,1767949140,1767949170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.171.152,192.168.212.74,55384,5432,6,19,24092,1767949200,1767949230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.237.62,192.168.227.192,65344,443,6,23,10948,1767949260,1767949290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.198.218,192.168.110.118,65117,5432,6,36,51516,1767949320,1767949350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.129.80,192.168.221.124,64577,3306,6,21,24675,1767949380,1767949410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.111.36,192.168.246.100,35478,3306,6,1,51,1767949440,1767949470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.66.194,192.168.44.214,40165,443,6,1,1364,1767949500,1767949530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.56.174,192.168.233.167,7669,443,6,36,36216,1767949560,1767949590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.91.149,192.168.63.45,1896,5432,6,19,4674,1767949620,1767949650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.119.215,192.168.139.185,14480,80,6,49,65366,1767949680,1767949710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.1.115,192.168.167.78,55834,3306,6,43,51901,1767949740,1767949770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.119.30,192.168.26.250,4831,80,6,47,7426,1767949800,1767949830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.146.105,192.168.223.207,10353,5432,6,2,506,1767949860,1767949890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.174.151,192.168.178.150,19862,80,6,1,592,1767949920,1767949950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.248.90,192.168.102.249,29161,443,6,13,18889,1767949980,1767950010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.37.56,192.168.124.223,13603,22,6,26,11570,1767950040,1767950070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.41.238,192.168.7.8,56257,3306,6,35,6930,1767950100,1767950130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.229.12,192.168.91.3,64713,80,6,4,400,1767950160,1767950190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.236.164,192.168.109.176,48963,80,6,39,32526,1767950220,1767950250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.71.107,192.168.190.39,53565,443,6,31,37634,1767950280,1767950310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.126.43,192.168.199.32,26508,3306,6,32,16480,1767950340,1767950370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.138.61,192.168.233.162,15720,22,6,31,39153,1767950400,1767950430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.209.137,192.168.196.127,1036,22,6,33,3465,1767950460,1767950490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.16.184,192.168.149.50,25347,80,6,44,45936,1767950520,1767950550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.141.211,192.168.248.244,29061,443,6,31,13640,1767950580,1767950610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.155.233,192.168.254.118,31300,443,6,18,19764,1767950640,1767950670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.170.155,192.168.12.84,47571,22,6,3,792,1767950700,1767950730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.94.211,192.168.233.239,10231,681,6,389,11529,1767950760,1767950790,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.207.154,192.168.110.28,9904,3306,6,1,1271,1767950820,1767950850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.239.54,192.168.18.73,6162,443,6,49,37436,1767950880,1767950910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.34,192.168.124.8,24447,443,6,13,17992,1767950940,1767950970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.50.28,192.168.190.89,6293,5432,6,46,57592,1767951000,1767951030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.113.10,192.168.46.134,61030,3306,6,14,10444,1767951060,1767951090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.255.221,192.168.173.52,50522,443,6,16,9344,1767951120,1767951150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.70.141,192.168.65.18,34144,5432,6,42,24948,1767951180,1767951210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.134.4,192.168.238.233,8808,22,6,23,30268,1767951240,1767951270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.185.51,192.168.0.36,41759,443,6,35,32375,1767951300,1767951330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.214.131,192.168.92.44,58404,22,6,19,4104,1767951360,1767951390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.241.205,192.168.43.240,25466,443,6,39,41145,1767951420,1767951450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.105.99,192.168.178.164,62117,80,6,21,14112,1767951480,1767951510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.218.236,192.168.245.79,9725,3306,6,15,2865,1767951540,1767951570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.180.108,192.168.76.80,49842,80,6,18,20070,1767951600,1767951630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.66.82,192.168.134.157,51434,3306,6,46,27324,1767951660,1767951690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.50.63,192.168.145.34,41558,80,6,17,5712,1767951720,1767951750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.120.134,192.168.19.177,26908,3306,6,39,14469,1767951780,1767951810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.218.4,192.168.69.87,60023,3306,6,28,21420,1767951840,1767951870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.35.200,192.168.97.99,62184,80,6,4,2116,1767951900,1767951930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.247.79,192.168.6.4,38520,22,6,46,33580,1767951960,1767951990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.172.80,192.168.87.121,12394,80,6,41,50307,1767952020,1767952050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.43.133,192.168.82.187,25453,22,6,38,53390,1767952080,1767952110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.219.19,192.168.118.107,62213,22,6,22,26598,1767952140,1767952170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.119.222,192.168.36.23,34454,22,6,19,24795,1767952200,1767952230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.118.145,192.168.72.56,13114,5432,6,8,5864,1767952260,1767952290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.96.13,192.168.137.169,9590,80,6,27,8073,1767952320,1767952350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.236.214,192.168.13.197,62621,443,6,12,4992,1767952380,1767952410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.134.208,192.168.28.181,7384,3306,6,43,56072,1767952440,1767952470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.26.76,192.168.53.164,17215,80,6,40,22080,1767952500,1767952530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.80.104,192.168.171.98,2802,3306,6,38,16112,1767952560,1767952590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.127.55,192.168.212.154,29212,443,6,21,25452,1767952620,1767952650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.28.189,192.168.221.93,38622,443,6,13,14664,1767952680,1767952710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.33.14,192.168.1.171,41262,3306,6,47,14523,1767952740,1767952770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.199.19,192.168.129.128,24894,22,6,48,57888,1767952800,1767952830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.148.18,192.168.187.184,2697,3306,6,4,396,1767952860,1767952890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.113.167,192.168.141.131,49409,5432,6,31,34100,1767952920,1767952950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.18,192.168.92.159,15590,443,6,42,47796,1767952980,1767953010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.37.169,192.168.143.156,44429,443,6,24,16152,1767953040,1767953070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.45.81,192.168.131.129,42313,3306,6,36,34236,1767953100,1767953130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.98.46,192.168.109.97,63123,48415,6,3,9704785,1767953160,1767953190,ACCEPT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.193.162,192.168.68.219,5102,5432,6,7,651,1767953220,1767953250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.106.65,192.168.246.110,21752,3306,6,35,35560,1767953280,1767953310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.110.174,192.168.108.111,9009,443,6,20,29840,1767953340,1767953370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.49.244,192.168.28.92,61066,80,6,13,9581,1767953400,1767953430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.174.198,192.168.101.5,51929,443,6,37,42772,1767953460,1767953490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.235.65,192.168.37.242,18195,80,6,32,24096,1767953520,1767953550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.20.107,192.168.159.5,52036,3306,6,42,28266,1767953580,1767953610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.147.98,192.168.112.28,19782,22,6,46,57868,1767953640,1767953670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.101.223,192.168.217.57,37229,5432,6,4,728,1767953700,1767953730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.133.182,192.168.204.82,15512,22,6,24,30000,1767953760,1767953790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.209.63,192.168.58.241,10735,96,6,192,104,1767953820,1767953850,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.59.201,192.168.147.44,60511,22,6,27,27891,1767953880,1767953910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.175.68,192.168.33.146,4266,443,6,38,25954,1767953940,1767953970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.82.199,192.168.215.239,8555,22,6,16,1152,1767954000,1767954030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.123.82,192.168.56.145,29046,22,6,1,7980,1767954060,1767954090,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.145.36,192.168.61.96,9347,22,6,45,59040,1767954120,1767954150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.229.3,192.168.80.142,54483,80,6,50,66300,1767954180,1767954210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.1.91,192.168.34.149,57472,22,6,15,21120,1767954240,1767954270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.231.219,192.168.5.60,15672,3306,6,6,8700,1767954300,1767954330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.182.101,192.168.211.36,12072,5432,6,31,28055,1767954360,1767954390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.100,192.168.148.4,32080,22,6,50,30300,1767954420,1767954450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.90.47,192.168.40.15,37963,80,6,26,31330,1767954480,1767954510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.117.174,192.168.167.238,6953,3306,6,10,13310,1767954540,1767954570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.171.221,192.168.231.115,6659,5432,6,47,40138,1767954600,1767954630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.52.21,192.168.23.148,11401,5432,6,8,3704,1767954660,1767954690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.154.127,192.168.110.188,13716,80,6,9,6381,1767954720,1767954750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.145.74,192.168.13.225,56317,80,6,44,25080,1767954780,1767954810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.55.231,192.168.30.45,53360,3306,6,43,24940,1767954840,1767954870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.185.196,192.168.142.101,28820,80,6,38,28310,1767954900,1767954930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.247.121,192.168.153.37,27733,22,6,7,4886,1767954960,1767954990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.24.226,192.168.148.136,14234,3306,6,29,21605,1767955020,1767955050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.200.181,192.168.10.203,19296,5432,6,26,16952,1767955080,1767955110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.118.176,192.168.23.106,50141,5432,6,42,23184,1767955140,1767955170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.200.139,192.168.101.244,21633,3306,6,3,1239,1767955200,1767955230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.177.56,192.168.140.74,62377,22,6,35,39130,1767955260,1767955290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.94.148,192.168.71.155,19469,22,6,34,37196,1767955320,1767955350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.214.49,192.168.32.99,7580,443,6,30,26610,1767955380,1767955410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.99.105,192.168.95.104,2512,5432,6,17,17034,1767955440,1767955470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.76.35,192.168.35.1,54023,443,6,19,25137,1767955500,1767955530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.218.82,192.168.41.176,22309,22,6,3,2640,1767955560,1767955590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.171.17,192.168.201.136,30746,5432,6,11,7524,1767955620,1767955650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.134.97,192.168.69.215,57494,80,6,47,35250,1767955680,1767955710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.148.159,192.168.95.7,52448,22,6,12,10212,1767955740,1767955770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.112.156,192.168.152.71,3186,3306,6,41,17958,1767955800,1767955830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.235.254,192.168.11.83,64090,5432,6,34,19414,1767955860,1767955890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.59.147,192.168.207.228,50840,3306,6,6,3660,1767955920,1767955950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.40.197,192.168.86.65,40596,443,6,29,32799,1767955980,1767956010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.215.53,192.168.108.153,17796,5432,6,27,38556,1767956040,1767956070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.72.251,192.168.36.204,11790,3306,6,46,15686,1767956100,1767956130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.167.36,192.168.241.57,27603,80,6,4,2296,1767956160,1767956190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.250.121,192.168.7.228,19723,80,6,25,26575,1767956220,1767956250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.14.220,192.168.17.33,40797,5432,6,29,35467,1767956280,1767956310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.157.97,192.168.62.251,45284,443,6,1,709,1767956340,1767956370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.76.212,192.168.13.84,60750,3306,6,41,55596,1767956400,1767956430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.22.226,192.168.193.101,40288,22,6,14,10948,1767956460,1767956490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.251.63,192.168.40.4,19714,22,6,42,34272,1767956520,1767956550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.148.207,192.168.41.191,17515,443,6,46,67942,1767956580,1767956610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.245.66,192.168.166.229,61764,22,6,4,5652,1767956640,1767956670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.164.117,192.168.142.85,33666,22,6,11,7227,1767956700,1767956730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.232.20,192.168.16.142,56454,3306,6,10,6250,1767956760,1767956790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.187.227,192.168.50.32,41700,3306,6,9,7938,1767956820,1767956850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.121.150,192.168.211.139,62559,443,6,41,45715,1767956880,1767956910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.196.77,192.168.162.152,47773,443,6,22,16236,1767956940,1767956970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.234.80,192.168.85.122,44287,5432,6,25,29275,1767957000,1767957030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.38.176,192.168.100.59,59220,720,6,186,16188,1767957060,1767957090,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.211.115,192.168.66.134,37679,5432,6,42,13524,1767957120,1767957150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.224.135,192.168.18.158,6500,5432,6,26,28938,1767957180,1767957210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.169.73,192.168.135.65,64077,5432,6,45,60660,1767957240,1767957270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.114.145,192.168.63.171,23319,443,6,16,13472,1767957300,1767957330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.255.74,192.168.184.230,44917,3306,6,20,29440,1767957360,1767957390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.68.132,192.168.207.83,5679,3306,6,50,31650,1767957420,1767957450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.137.63,192.168.196.201,52672,443,6,17,19907,1767957480,1767957510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.204.181,192.168.252.138,39266,797,6,208,10168,1767957540,1767957570,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.50.210,192.168.94.97,10935,80,6,34,44846,1767957600,1767957630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.43.130,192.168.10.202,6624,3306,6,47,11703,1767957660,1767957690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.137.240,192.168.62.99,59442,5432,6,33,7557,1767957720,1767957750,ACCEPT,OK,0
